repayment_id,application_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_status,late_fee,days_overdue,payment_mode,remarks
REP100866,APP11572,3,2025-02-02,2025-01-31,24541.32,24541.32,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100867,APP11524,1,2025-06-16,2025-06-14,4621.89,4621.89,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100868,APP10528,1,2024-12-06,2024-12-01,99893.46,99893.46,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100869,APP10906,1,2025-05-22,2025-05-18,39105.16,39105.16,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100870,APP10893,1,2024-04-23,2024-04-21,14376.69,14376.69,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100871,APP12256,1,2024-11-14,2024-11-12,8952.63,8952.63,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100872,APP11589,1,2025-10-13,2025-10-08,43104.7,43104.7,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100873,APP12350,1,2025-02-11,2025-02-08,7334.34,7334.34,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100874,APP12480,1,2024-02-05,2024-02-05,19202.06,19202.06,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100875,APP11691,1,2026-01-09,2026-01-07,55549.45,55549.45,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100876,APP12239,1,2024-08-19,2024-09-04,28495.91,29795.91,Paid Late,1300.0,16,NACH Auto-Debit,Payment delayed by 16 days. Late fee penalty assessed.
REP100877,APP12630,1,2024-10-20,2024-11-22,5682.11,2451.31,Partially Paid,1290.0,33,UPI,Partial payment of ₹2451.31 received against due amount ₹5682.11.
REP100878,APP11357,1,2025-06-23,2025-07-01,46462.35,47362.35,Paid Late,900.0,8,Net Banking,Payment delayed by 8 days. Late fee penalty assessed.
REP100879,APP10650,1,2025-12-02,2026-01-09,23203.52,25603.52,Paid Late,2400.0,38,Wallet,Payment delayed by 38 days. Late fee penalty assessed.
REP100880,APP11086,1,2025-01-17,2025-02-26,13753.66,16253.66,Paid Late,2500.0,40,Wallet,Payment delayed by 40 days. Late fee penalty assessed.
REP100881,APP11326,1,2024-04-07,2024-04-03,20904.19,20904.19,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100882,APP12450,2,2025-02-09,2025-02-04,3738.17,3738.17,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100883,APP11086,2,2025-02-16,2025-02-15,13753.66,13753.66,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100884,APP10533,1,2024-10-12,2024-10-12,7110.05,7110.05,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100885,APP10896,1,2025-01-20,2025-01-19,27347.96,27347.96,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100886,APP12455,3,2025-06-11,2025-06-09,32481.1,32481.1,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100887,APP12990,1,2025-01-23,2025-01-23,29255.15,29255.15,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100888,APP12146,1,2024-10-07,2024-10-23,29487.98,30787.98,Paid Late,1300.0,16,Net Banking,Payment delayed by 16 days. Late fee penalty assessed.
REP100889,APP12172,1,2025-08-16,2025-08-12,30264.15,30264.15,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100890,APP11222,1,2025-10-23,2025-10-22,4581.69,4581.69,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100891,APP10832,1,2024-11-16,2024-11-14,142409.5,142409.5,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100892,APP10244,1,2024-04-16,2024-04-11,18239.94,18239.94,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100893,APP11603,1,2025-09-06,2025-09-06,22694.94,22694.94,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100894,APP11408,2,2025-08-10,,54034.52,0.0,Missed,3300.0,56,,EMI overdue by 56 days. No payment received.
REP100895,APP11789,1,2025-08-16,2025-08-16,2222.18,2222.18,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100896,APP12222,1,2025-04-13,2025-05-28,5120.19,3236.33,Partially Paid,1650.0,45,NACH Auto-Debit,Partial payment of ₹3236.33 received against due amount ₹5120.19.
REP100897,APP12556,2,2024-03-10,2024-03-09,14492.43,14492.43,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100898,APP10672,2,2025-08-11,,46088.3,0.0,Missed,2600.0,42,,EMI overdue by 42 days. No payment received.
REP100899,APP11531,2,2025-02-04,2025-02-01,93060.69,93060.69,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100900,APP11693,1,2025-03-09,2025-03-08,7063.25,7063.25,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100901,APP12386,1,2025-01-05,2025-01-05,23764.59,23764.59,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100902,APP10136,1,2025-11-13,2025-11-11,43301.54,43301.54,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100903,APP10394,2,2025-07-02,,3821.63,0.0,Missed,2250.0,35,,EMI overdue by 35 days. No payment received.
REP100904,APP11364,2,2025-02-03,2025-02-01,2658.82,2658.82,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100905,APP12999,1,2024-08-03,2024-07-30,7497.53,7497.53,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100906,APP10932,1,2024-08-12,2024-08-09,2758.36,2758.36,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100907,APP12002,1,2025-04-18,2025-04-13,7794.07,7794.07,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100908,APP12029,1,2025-03-01,2025-03-12,8405.6,9455.6,Paid Late,1050.0,11,UPI,Payment delayed by 11 days. Late fee penalty assessed.
REP100909,APP11234,1,2025-09-22,2025-09-22,5339.31,5339.31,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100910,APP12291,3,2025-12-27,2025-12-27,15855.77,15855.77,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100911,APP12152,3,2024-05-07,2024-05-03,67969.32,67969.32,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100912,APP10262,1,2024-09-12,2024-09-08,15526.24,15526.24,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100913,APP12077,2,2025-06-23,2025-06-18,15499.51,15499.51,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100914,APP11068,1,2025-11-03,2025-12-01,35459.45,37359.45,Paid Late,1900.0,28,Wallet,Payment delayed by 28 days. Late fee penalty assessed.
REP100915,APP10419,2,2025-09-04,2025-08-31,25061.59,25061.59,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100916,APP10292,1,2024-12-01,2024-11-26,4692.21,4692.21,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100917,APP10972,1,2025-02-20,2025-02-17,1682.47,1682.47,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100918,APP11191,2,2025-01-14,2025-01-10,1076.68,1076.68,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100919,APP12993,2,2024-06-22,2024-06-17,9247.2,9247.2,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100920,APP11741,1,2024-03-02,2024-03-02,89215.79,89215.79,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100921,APP11362,1,2025-09-11,2025-09-07,13305.86,13305.86,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100922,APP12272,1,2024-08-27,2024-08-25,7120.02,7120.02,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100923,APP12096,1,2024-08-15,2024-08-11,2996.76,2996.76,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100924,APP12697,2,2025-02-10,2025-02-05,8494.63,8494.63,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100925,APP12220,1,2024-02-10,2024-02-08,48879.61,48879.61,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100926,APP12393,1,2024-06-22,2024-06-19,16556.68,16556.68,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100927,APP10280,2,2024-07-08,2024-07-07,21610.57,21610.57,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100928,APP12194,4,2025-11-06,2025-11-06,13287.63,13287.63,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100929,APP12550,1,2025-08-14,2025-09-03,164294.56,165794.56,Paid Late,1500.0,20,Net Banking,Payment delayed by 20 days. Late fee penalty assessed.
REP100930,APP11610,2,2026-01-12,2026-01-08,14289.24,14289.24,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100931,APP11220,1,2024-07-08,2024-07-03,19594.97,19594.97,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100932,APP11531,3,2025-03-06,2025-03-02,93060.69,93060.69,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100933,APP11955,1,2025-04-24,2025-04-23,27378.54,27378.54,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100934,APP12971,1,2024-10-04,2024-10-01,62830.65,62830.65,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100935,APP11202,1,2024-12-13,2025-01-19,117682.01,120032.01,Paid Late,2350.0,37,Debit Card,Payment delayed by 37 days. Late fee penalty assessed.
REP100936,APP11134,1,2025-03-20,2025-03-16,65683.97,65683.97,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100937,APP12871,1,2024-08-16,2024-08-25,13682.13,4218.81,Partially Paid,570.0,9,UPI,Partial payment of ₹4218.81 received against due amount ₹13682.13.
REP100938,APP10041,1,2026-01-06,2026-01-01,12621.41,12621.41,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100939,APP12854,2,2024-06-27,2024-07-30,35039.47,37189.47,Paid Late,2150.0,33,NACH Auto-Debit,Payment delayed by 33 days. Late fee penalty assessed.
REP100940,APP11925,1,2025-12-20,2025-12-18,71225.07,71225.07,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100941,APP12147,1,2024-10-28,2024-10-28,11234.16,11234.16,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100942,APP11669,1,2024-03-20,2024-03-17,4054.36,4054.36,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100943,APP10958,1,2025-07-03,2025-06-29,17341.91,17341.91,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100944,APP11666,1,2025-05-01,2025-04-30,4673.83,4673.83,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100945,APP12314,1,2025-12-04,2026-01-17,4374.46,7074.46,Paid Late,2700.0,44,Wallet,Payment delayed by 44 days. Late fee penalty assessed.
REP100946,APP10219,1,2025-07-24,2025-07-22,60996.47,60996.47,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100947,APP12868,3,2025-11-12,2025-11-16,6899.53,7599.53,Paid Late,700.0,4,Net Banking,Payment delayed by 4 days. Late fee penalty assessed.
REP100948,APP10286,1,2024-10-01,,51784.35,0.0,Missed,1950.0,29,,EMI overdue by 29 days. No payment received.
REP100949,APP11405,1,2025-12-17,2025-12-12,10934.66,10934.66,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100950,APP12034,1,2025-07-04,2025-07-04,3414.36,3414.36,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100951,APP10382,1,2024-08-02,2024-07-29,29634.07,29634.07,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100952,APP10034,1,2025-10-23,2025-10-20,5609.3,5609.3,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100953,APP11609,1,2026-01-12,2026-01-29,24194.77,25544.77,Paid Late,1350.0,17,Net Banking,Payment delayed by 17 days. Late fee penalty assessed.
REP100954,APP11152,2,2025-12-19,2025-12-16,10098.66,10098.66,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100955,APP12668,1,2024-05-01,2024-04-26,24468.8,24468.8,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100956,APP12434,1,2025-07-20,2025-07-19,39332.43,39332.43,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100957,APP10820,1,2024-06-03,2024-06-02,22476.76,22476.76,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100958,APP10255,1,2024-08-03,2024-08-02,6347.65,6347.65,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100959,APP10173,1,2024-02-10,2024-02-09,12800.97,12800.97,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100960,APP11143,2,2025-06-22,2025-06-17,21348.92,21348.92,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100961,APP12054,1,2024-04-11,2024-04-07,5794.69,5794.69,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100962,APP11583,1,2025-07-23,2025-07-18,4789.64,4789.64,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100963,APP10136,2,2025-12-13,2025-12-11,43301.54,43301.54,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100964,APP10558,1,2025-12-30,,32493.17,0.0,Missed,1450.0,19,,EMI overdue by 19 days. No payment received.
REP100965,APP11711,1,2024-09-24,2024-11-05,10014.66,12614.66,Paid Late,2600.0,42,Debit Card,Payment delayed by 42 days. Late fee penalty assessed.
REP100966,APP10696,2,2025-06-24,2025-06-22,29150.24,29150.24,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100967,APP10991,1,2025-08-13,2025-08-08,39251.3,39251.3,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100968,APP11156,1,2024-06-04,2024-06-04,7657.12,7657.12,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100969,APP10559,1,2025-11-06,2025-11-05,7799.72,7799.72,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100970,APP12870,2,2024-04-06,2024-04-04,3897.71,3897.71,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100971,APP12345,1,2024-09-20,2024-10-11,12546.54,14096.54,Paid Late,1550.0,21,UPI,Payment delayed by 21 days. Late fee penalty assessed.
REP100972,APP11711,2,2024-10-24,2024-10-21,10014.66,10014.66,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100973,APP10904,2,2024-04-04,2024-04-01,6028.37,6028.37,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100974,APP11911,1,2024-08-03,2024-07-31,4005.28,4005.28,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100975,APP12930,1,2025-03-22,2025-03-18,42139.27,42139.27,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100976,APP12705,1,2024-12-20,2024-12-16,29030.1,29030.1,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100977,APP10021,1,2024-09-28,,22018.81,0.0,Missed,1400.0,18,,EMI overdue by 18 days. No payment received.
REP100978,APP10723,1,2024-03-15,2024-03-15,19982.55,19982.55,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100979,APP12638,2,2025-02-07,2025-02-04,77599.77,77599.77,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100980,APP12303,1,2024-10-13,2024-10-13,6321.02,6321.02,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100981,APP10953,1,2025-07-14,2025-07-13,5830.97,5830.97,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100982,APP11300,2,2024-10-01,2024-09-26,6823.44,6823.44,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100983,APP12173,2,2025-10-27,2025-10-22,10672.25,10672.25,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100984,APP12698,1,2024-08-26,2024-09-22,31688.83,33538.83,Paid Late,1850.0,27,Wallet,Payment delayed by 27 days. Late fee penalty assessed.
REP100985,APP12694,2,2024-11-07,2024-11-07,4419.36,4419.36,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100986,APP11786,1,2024-07-29,2024-07-25,30208.86,30208.86,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP100987,APP12471,1,2024-12-08,2024-12-07,149545.36,149545.36,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP100988,APP10200,2,2026-02-07,2026-02-03,4567.53,4567.53,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100989,APP10904,3,2024-05-04,2024-05-01,6028.37,6028.37,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100990,APP12145,1,2025-10-09,2025-10-30,97020.41,98570.41,Paid Late,1550.0,21,NACH Auto-Debit,Payment delayed by 21 days. Late fee penalty assessed.
REP100991,APP11404,1,2024-08-12,2024-08-07,26594.99,26594.99,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP100992,APP10429,2,2025-03-18,2025-03-17,2819.37,2819.37,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100993,APP10488,1,2024-12-09,2024-12-07,11093.94,11093.94,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP100994,APP10975,1,2025-02-04,2025-02-03,4591.74,4591.74,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100995,APP12902,2,2025-01-31,2025-01-29,23449.06,23449.06,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100996,APP11435,1,2024-10-28,2024-10-23,20211.63,20211.63,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP100997,APP10493,1,2025-09-06,2025-09-26,27393.94,28893.94,Paid Late,1500.0,20,Wallet,Payment delayed by 20 days. Late fee penalty assessed.
REP100998,APP12133,1,2025-05-16,2025-05-12,74778.27,74778.27,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP100999,APP10466,1,2024-06-28,2024-06-24,30066.63,30066.63,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101000,APP11234,2,2025-10-22,2025-10-22,5339.31,5339.31,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101001,APP10811,2,2024-07-13,2024-07-25,3284.46,4384.46,Paid Late,1100.0,12,UPI,Payment delayed by 12 days. Late fee penalty assessed.
REP101002,APP12865,1,2025-02-24,2025-02-22,15790.18,15790.18,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP101003,APP12272,2,2024-09-26,2024-09-21,7120.02,7120.02,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP101004,APP10335,2,2024-05-28,2024-06-06,43844.29,44794.29,Paid Late,950.0,9,UPI,Payment delayed by 9 days. Late fee penalty assessed.
REP101005,APP10036,1,2025-04-02,2025-03-29,7589.85,7589.85,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101006,APP10615,1,2025-11-10,2025-12-04,23207.01,24907.01,Paid Late,1700.0,24,Wallet,Payment delayed by 24 days. Late fee penalty assessed.
REP101007,APP11930,1,2024-04-10,,31025.75,0.0,Missed,1750.0,25,,EMI overdue by 25 days. No payment received.
REP101008,APP11791,1,2025-06-02,2025-05-28,2198.4,2198.4,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101009,APP10213,1,2025-09-16,2025-09-16,22306.65,22306.65,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP101010,APP12440,1,2025-06-09,2025-06-06,24538.96,24538.96,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101011,APP10125,1,2025-09-09,,10130.69,0.0,Missed,1550.0,21,,EMI overdue by 21 days. No payment received.
REP101012,APP10533,2,2024-11-11,,7110.05,0.0,Missed,4000.0,70,,EMI overdue by 70 days. No payment received.
REP101013,APP12477,2,2025-04-21,2025-04-19,10331.52,10331.52,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101014,APP11191,3,2025-02-13,2025-02-09,1076.68,1076.68,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101015,APP10663,2,2024-07-28,2024-08-15,7608.68,9008.68,Paid Late,1400.0,18,NACH Auto-Debit,Payment delayed by 18 days. Late fee penalty assessed.
REP101016,APP11377,1,2025-02-06,2025-02-09,11855.28,12505.28,Paid Late,650.0,3,Credit Card,Payment delayed by 3 days. Late fee penalty assessed.
REP101017,APP11902,1,2024-09-03,2024-09-03,15263.3,15263.3,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101018,APP11545,2,2025-12-11,2025-12-10,28883.54,28883.54,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP101019,APP10190,2,2026-01-13,2026-01-11,6534.78,6534.78,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101020,APP11299,1,2024-08-26,2024-08-25,1792.13,1792.13,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101021,APP11931,1,2025-06-17,2025-07-26,8813.61,6146.82,Partially Paid,1470.0,39,Debit Card,Partial payment of ₹6146.82 received against due amount ₹8813.61.
REP101022,APP12370,1,2024-03-21,2024-03-19,7124.58,7124.58,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP101023,APP12368,1,2025-08-27,2025-08-26,11649.09,11649.09,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP101024,APP10998,1,2024-04-05,2024-04-01,26945.15,26945.15,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101025,APP10987,1,2024-10-16,2024-10-11,4880.67,4880.67,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101026,APP10184,1,2024-12-23,2025-01-23,19044.56,21094.56,Paid Late,2050.0,31,Credit Card,Payment delayed by 31 days. Late fee penalty assessed.
REP101027,APP11106,1,2025-01-20,2025-01-16,18070.46,18070.46,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101028,APP10326,1,2025-01-31,2025-01-27,71073.59,71073.59,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101029,APP11655,1,2024-11-01,2024-11-05,3145.12,3845.12,Paid Late,700.0,4,Net Banking,Payment delayed by 4 days. Late fee penalty assessed.
REP101030,APP11774,3,2024-09-08,2024-10-03,6364.09,8114.09,Paid Late,1750.0,25,NACH Auto-Debit,Payment delayed by 25 days. Late fee penalty assessed.
REP101031,APP12806,2,2024-12-23,2025-01-04,19363.37,20463.37,Paid Late,1100.0,12,Net Banking,Payment delayed by 12 days. Late fee penalty assessed.
REP101032,APP10737,1,2025-07-24,2025-07-24,85437.11,85437.11,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP101033,APP11111,2,2025-06-17,2025-06-19,13964.27,14564.27,Paid Late,600.0,2,Wallet,Payment delayed by 2 days. Late fee penalty assessed.
REP101034,APP12144,1,2025-08-16,2025-08-15,29602.73,29602.73,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP101035,APP10448,1,2025-06-08,2025-06-04,12628.1,12628.1,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP101036,APP11680,1,2025-12-07,2025-12-05,4471.36,4471.36,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101037,APP10294,2,2024-08-12,2024-08-11,34111.4,34111.4,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101038,APP10057,2,2025-02-03,2025-01-29,12579.52,12579.52,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101039,APP12750,2,2024-10-06,2024-10-02,42413.74,42413.74,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101040,APP12186,1,2025-06-10,2025-06-07,17549.29,17549.29,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101041,APP10063,2,2024-08-13,2024-08-13,16411.7,16411.7,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101042,APP12347,2,2026-02-16,2026-02-15,35807.65,35807.65,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101043,APP12893,2,2025-09-02,2025-09-02,69316.14,69316.14,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP101044,APP11233,2,2025-11-12,2025-11-09,11999.47,11999.47,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101045,APP11000,2,2025-09-09,2025-09-05,23661.9,23661.9,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP101046,APP12854,3,2024-07-27,2024-07-27,35039.47,35039.47,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP101047,APP11985,2,2025-04-11,2025-04-11,13645.92,13645.92,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP101048,APP12124,2,2024-07-30,2024-09-08,17674.07,20174.07,Paid Late,2500.0,40,NACH Auto-Debit,Payment delayed by 40 days. Late fee penalty assessed.
REP101049,APP10692,1,2025-11-05,2025-11-01,5295.19,5295.19,Paid On Time,0.0,0,Debit Card,Regular monthly EMI paid on time.
REP101050,APP10952,1,2024-03-02,2024-02-28,6903.1,6903.1,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101051,APP10554,1,2024-08-13,2024-08-13,7502.19,7502.19,Paid On Time,0.0,0,Credit Card,Regular monthly EMI paid on time.
REP101052,APP11219,2,2024-10-25,2024-12-01,14838.03,17188.03,Paid Late,2350.0,37,UPI,Payment delayed by 37 days. Late fee penalty assessed.
REP101053,APP10565,1,2025-12-27,2025-12-26,7868.75,7868.75,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101054,APP11959,2,2025-11-13,2025-11-11,4390.03,4390.03,Paid On Time,0.0,0,Net Banking,Regular monthly EMI paid on time.
REP101055,APP11028,3,2024-07-18,2024-07-14,60296.35,60296.35,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101056,APP12959,1,2025-01-17,2025-01-17,49119.96,49119.96,Paid On Time,0.0,0,UPI,Regular monthly EMI paid on time.
REP101057,APP12477,3,2025-05-21,2025-05-21,10331.52,10331.52,Paid On Time,0.0,0,Wallet,Regular monthly EMI paid on time.
REP101058,APP12668,2,2024-05-31,2024-05-26,24468.8,24468.8,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101059,APP10650,2,2026-01-01,2025-12-27,23203.52,23203.52,Paid On Time,0.0,0,NACH Auto-Debit,Regular monthly EMI paid on time.
REP101060,APP10802,1,2025-10-27,2025-10-28,9460.33,10010.33,Paid Late,550.0,1,UPI,Payment delayed by 1 days. Late fee penalty assessed.
