application_id,customer_id,lender_id,loan_amount,approved_amount,interest_rate,loan_tenure_months,loan_purpose,application_date,approval_date,loan_status,rejection_reason,loan_channel,processing_fee,emi_amount,disbursement_date
APP10814,CUST10894,LEN1003,235000.0,,,36,Personal Expenses,2025-09-05,,Pending,,Mobile App,,,
APP10815,CUST10562,LEN1005,290000.0,,,36,Personal Expenses,2024-07-13,,Pending,,Direct Telecall,,,
APP10816,CUST10815,LEN1016,1000000.0,950000.0,28.37,60,Medical Emergency,2025-03-24,2025-03-27,Approved,,Mobile App,26600.0,29791.44,2025-03-30
APP10817,CUST11244,LEN1009,265000.0,245000.0,10.53,6,Home Renovation,2024-08-11,2024-08-15,Approved,,Branch,4410.0,42096.56,2024-08-18
APP10818,CUST11032,LEN1017,255000.0,,,60,Education,2024-10-01,,Rejected,Past Loan Default,Website,,,
APP10819,CUST10244,LEN1006,130000.0,120000.0,20.75,36,Education,2024-02-10,2024-02-12,Approved,,Website,3600.0,4505.62,2024-02-13
APP10820,CUST10554,LEN1002,305000.0,245000.0,18.13,12,Education,2024-04-28,2024-05-02,Approved,,Branch,4900.0,22476.76,2024-05-04
APP10821,CUST10665,LEN1003,1000000.0,880000.0,19.29,36,Debt Consolidation,2024-05-16,2024-05-18,Approved,,Direct Telecall,13200.0,32386.47,2024-05-18
APP10822,CUST11282,LEN1001,390000.0,390000.0,23.73,12,Debt Consolidation,2024-09-19,2024-09-23,Approved,,Mobile App,9750.0,36827.3,2024-09-23
APP10823,CUST11480,LEN1013,370000.0,320000.0,17.5,18,Education,2024-08-13,2024-08-18,Approved,,DSA / Partner,7680.0,20341.66,2024-08-21
APP10824,CUST10319,LEN1015,400000.0,390000.0,21.56,48,Vehicle Purchase,2024-05-31,2024-06-01,Approved,,Website,12675.0,12194.4,2024-06-04
APP10825,CUST10379,LEN1006,120000.0,95000.0,14.07,24,Home Renovation,2024-10-15,2024-10-16,Approved,,Direct Telecall,2850.0,4564.37,2024-10-19
APP10826,CUST11408,LEN1020,175000.0,155000.0,19.44,12,Medical Emergency,2024-09-08,2024-09-11,Approved,,DSA / Partner,5425.0,14316.84,2024-09-11
APP10827,CUST11484,LEN1017,95000.0,85000.0,26.22,60,Personal Expenses,2024-04-12,2024-04-12,Approved,,Branch,1785.0,2556.02,2024-04-12
APP10828,CUST10271,LEN1008,915000.0,735000.0,25.84,18,Home Renovation,2025-09-06,2025-09-06,Approved,,Direct Telecall,14700.0,49689.46,2025-09-08
APP10829,CUST11449,LEN1003,140000.0,120000.0,27.01,24,Wedding,2024-11-10,2024-11-10,Approved,,Mobile App,1800.0,6526.24,2024-11-12
APP10830,CUST11286,LEN1018,135000.0,115000.0,23.61,60,Personal Expenses,2025-07-11,2025-07-14,Approved,,Mobile App,2300.0,3282.33,2025-07-15
APP10831,CUST10003,LEN1008,80000.0,75000.0,22.21,24,Vehicle Purchase,2024-12-27,2025-01-01,Approved,,Mobile App,1500.0,3898.64,2025-01-04
APP10832,CUST11407,LEN1004,900000.0,785000.0,29.73,6,Education,2024-10-15,2024-10-15,Approved,,Mobile App,13737.5,142409.5,2024-10-17
APP10833,CUST10174,LEN1002,865000.0,795000.0,19.59,12,Vehicle Purchase,2024-12-08,2024-12-09,Approved,,Branch,15900.0,73488.52,2024-12-11
APP10834,CUST11280,LEN1010,405000.0,355000.0,14.37,6,Debt Consolidation,2025-11-08,2025-11-13,Approved,,DSA / Partner,8875.0,61671.09,2025-11-13
APP10835,CUST10005,LEN1005,525000.0,465000.0,15.91,12,Business Expansion,2025-02-03,2025-02-06,Approved,,Mobile App,10462.5,42170.05,2025-02-06
APP10836,CUST10232,LEN1019,500000.0,,,48,Debt Consolidation,2024-04-02,,Rejected,KYC Verification Failed,Mobile App,,,
APP10837,CUST10262,LEN1006,500000.0,450000.0,13.42,18,Business Expansion,2025-03-10,2025-03-14,Approved,,DSA / Partner,13500.0,27739.68,2025-03-16
APP10838,CUST10284,LEN1008,545000.0,490000.0,29.26,36,Wedding,2025-06-30,2025-07-01,Approved,,Branch,9800.0,20603.17,2025-07-04
APP10839,CUST10172,LEN1019,170000.0,,,36,Education,2024-03-30,,Rejected,High Debt-to-Income Ratio,Direct Telecall,,,
APP10840,CUST10741,LEN1001,175000.0,,,60,Personal Expenses,2025-07-25,,Rejected,Insufficient Monthly Income,Website,,,
APP10841,CUST10274,LEN1004,135000.0,,,18,Business Expansion,2024-10-28,,Pending,,Mobile App,,,
APP10842,CUST10943,LEN1005,500000.0,,,36,Vehicle Purchase,2024-08-03,,Pending,,Mobile App,,,
APP10843,CUST10460,LEN1002,525000.0,495000.0,14.83,6,Home Renovation,2024-01-27,2024-01-27,Approved,,DSA / Partner,9900.0,86104.99,2024-01-27
APP10844,CUST11358,LEN1019,230000.0,200000.0,13.83,60,Home Renovation,2024-05-30,2024-05-30,Approved,,Mobile App,6000.0,4636.04,2024-05-30
APP10845,CUST11166,LEN1014,155000.0,,,12,Wedding,2024-05-23,,Rejected,Incomplete Documentation,Direct Telecall,,,
APP10846,CUST11081,LEN1010,340000.0,,,48,Business Expansion,2025-10-22,,Rejected,Incomplete Documentation,DSA / Partner,,,
APP10847,CUST10028,LEN1010,205000.0,185000.0,13.63,6,Personal Expenses,2024-06-26,2024-06-29,Approved,,Branch,4625.0,32070.62,2024-07-02
APP10848,CUST11135,LEN1009,355000.0,315000.0,10.97,36,Debt Consolidation,2024-08-20,2024-08-20,Approved,,Direct Telecall,5670.0,10308.22,2024-08-23
APP10849,CUST10257,LEN1007,285000.0,,,6,Education,2024-07-07,,Pending,,DSA / Partner,,,
APP10850,CUST11146,LEN1020,300000.0,280000.0,11.72,60,Wedding,2024-11-16,2024-11-19,Approved,,DSA / Partner,9800.0,6188.9,2024-11-20
APP10851,CUST10112,LEN1012,250000.0,205000.0,19.25,12,Debt Consolidation,2024-04-16,2024-04-18,Approved,,Mobile App,5125.0,18916.57,2024-04-18
APP10852,CUST10491,LEN1010,175000.0,,,6,Medical Emergency,2025-09-03,,Rejected,Low Credit Score,Mobile App,,,
APP10853,CUST10634,LEN1007,140000.0,,,48,Personal Expenses,2024-10-02,,Pending,,Mobile App,,,
APP10854,CUST10175,LEN1019,390000.0,,,36,Wedding,2024-02-19,,Rejected,KYC Verification Failed,Mobile App,,,
APP10855,CUST10191,LEN1010,75000.0,65000.0,19.91,18,Debt Consolidation,2025-05-27,2025-06-01,Approved,,DSA / Partner,1625.0,4206.8,2025-06-03
APP10856,CUST10266,LEN1004,145000.0,115000.0,12.89,48,Medical Emergency,2024-06-02,2024-06-05,Approved,,Branch,2012.5,3078.89,2024-06-05
APP10857,CUST10595,LEN1006,85000.0,,,24,Medical Emergency,2024-04-05,,Pending,,Direct Telecall,,,
APP10858,CUST11472,LEN1008,505000.0,505000.0,18.81,60,Home Renovation,2024-06-13,2024-06-18,Approved,,Direct Telecall,10100.0,13047.24,2024-06-20
APP10859,CUST10917,LEN1005,325000.0,285000.0,14.21,18,Vehicle Purchase,2025-11-30,2025-12-04,Approved,,Mobile App,6412.5,17673.88,2025-12-04
APP10860,CUST10313,LEN1019,410000.0,390000.0,22.62,24,Medical Emergency,2024-05-26,2024-05-26,Approved,,Mobile App,11700.0,20352.09,2024-05-29
APP10861,CUST10193,LEN1015,400000.0,,,18,Home Renovation,2024-10-13,,Pending,,Mobile App,,,
APP10862,CUST11181,LEN1012,325000.0,275000.0,18.68,6,Home Renovation,2025-04-16,2025-04-18,Approved,,Direct Telecall,6875.0,48362.63,2025-04-21
APP10863,CUST11332,LEN1005,670000.0,650000.0,18.36,36,Wedding,2025-01-07,2025-01-11,Approved,,Mobile App,14625.0,23616.61,2025-01-12
APP10864,CUST10903,LEN1012,310000.0,,,36,Business Expansion,2024-03-26,,Rejected,Incomplete Documentation,Website,,,
APP10865,CUST10847,LEN1017,680000.0,550000.0,24.97,48,Personal Expenses,2025-10-21,2025-10-26,Approved,,Branch,11550.0,18227.22,2025-10-26
APP10866,CUST10317,LEN1004,265000.0,,,12,Vehicle Purchase,2024-08-16,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP10867,CUST10947,LEN1003,415000.0,345000.0,10.83,24,Wedding,2024-03-28,2024-03-31,Approved,,Mobile App,5175.0,16052.49,2024-04-03
APP10868,CUST10409,LEN1013,425000.0,360000.0,24.73,18,Business Expansion,2025-05-12,2025-05-12,Approved,,Branch,8640.0,24141.38,2025-05-14
APP10869,CUST10931,LEN1002,340000.0,295000.0,16.74,24,Home Renovation,2024-08-06,2024-08-10,Approved,,Direct Telecall,5900.0,14548.64,2024-08-13
APP10870,CUST10128,LEN1012,600000.0,,,24,Education,2024-08-04,,Pending,,Mobile App,,,
APP10871,CUST10047,LEN1014,205000.0,165000.0,23.08,48,Home Renovation,2024-05-25,2024-05-27,Approved,,Mobile App,3135.0,5295.73,2024-05-30
APP10872,CUST10860,LEN1017,230000.0,,,18,Home Renovation,2024-04-04,,Pending,,Mobile App,,,
APP10873,CUST10878,LEN1011,755000.0,745000.0,18.72,18,Home Renovation,2024-12-23,2024-12-27,Approved,,Mobile App,16390.0,47791.4,2024-12-28
APP10874,CUST11427,LEN1014,270000.0,260000.0,15.33,48,Vehicle Purchase,2025-07-28,2025-07-28,Approved,,Mobile App,4940.0,7279.56,2025-07-29
APP10875,CUST10664,LEN1011,115000.0,95000.0,31.82,24,Home Renovation,2024-11-20,2024-11-23,Approved,,DSA / Partner,2090.0,5401.12,2024-11-25
APP10876,CUST11067,LEN1001,445000.0,415000.0,15.28,60,Home Renovation,2025-04-05,2025-04-05,Approved,,Direct Telecall,10375.0,9933.92,2025-04-06
APP10877,CUST10385,LEN1014,495000.0,415000.0,17.52,60,Home Renovation,2025-01-21,2025-01-22,Approved,,Branch,7885.0,10430.21,2025-01-22
APP10878,CUST10759,LEN1012,85000.0,80000.0,14.92,18,Medical Emergency,2025-05-26,2025-05-29,Approved,,Direct Telecall,2000.0,4987.77,2025-05-31
APP10879,CUST10722,LEN1018,575000.0,515000.0,28.3,60,Business Expansion,2024-06-29,2024-07-03,Approved,,Mobile App,10300.0,16128.28,2024-07-04
APP10880,CUST11112,LEN1014,105000.0,100000.0,16.32,60,Vehicle Purchase,2024-10-17,2024-10-17,Approved,,Direct Telecall,1900.0,2448.84,2024-10-17
APP10881,CUST10213,LEN1003,340000.0,325000.0,19.34,36,Vehicle Purchase,2025-05-23,2025-05-27,Approved,,Mobile App,4875.0,11969.15,2025-05-27
APP10882,CUST11298,LEN1015,400000.0,390000.0,14.21,60,Personal Expenses,2024-10-23,2024-10-26,Approved,,Direct Telecall,12675.0,9117.13,2024-10-29
APP10883,CUST10235,LEN1007,795000.0,780000.0,29.9,6,Business Expansion,2025-02-26,2025-03-03,Approved,,DSA / Partner,21450.0,141569.51,2025-03-06
APP10884,CUST10016,LEN1012,600000.0,510000.0,25.21,36,Debt Consolidation,2025-11-05,2025-11-08,Approved,,Website,12750.0,20334.2,2025-11-09
APP10885,CUST10009,LEN1014,50000.0,,,6,Home Renovation,2025-06-15,,Pending,,Website,,,
APP10886,CUST11229,LEN1011,180000.0,180000.0,27.24,36,Vehicle Purchase,2025-07-23,2025-07-28,Approved,,Mobile App,3960.0,7371.73,2025-07-31
APP10887,CUST10106,LEN1019,350000.0,,,48,Vehicle Purchase,2024-06-26,,Pending,,Direct Telecall,,,
APP10888,CUST10826,LEN1011,655000.0,590000.0,19.38,24,Education,2024-05-09,2024-05-12,Approved,,Mobile App,12980.0,29850.13,2024-05-14
APP10889,CUST11133,LEN1006,500000.0,445000.0,24.18,12,Medical Emergency,2024-01-27,2024-01-31,Approved,,Mobile App,13350.0,42117.79,2024-02-01
APP10890,CUST10057,LEN1020,300000.0,300000.0,29.84,6,Vehicle Purchase,2024-05-13,2024-05-15,Approved,,Mobile App,10500.0,54440.71,2024-05-16
APP10891,CUST10491,LEN1008,250000.0,240000.0,19.5,36,Education,2025-01-22,2025-01-24,Approved,,Direct Telecall,4800.0,8858.23,2025-01-24
APP10892,CUST10295,LEN1001,215000.0,,,36,Medical Emergency,2025-04-15,,Rejected,Past Loan Default,Mobile App,,,
APP10893,CUST10252,LEN1004,250000.0,225000.0,18.19,18,Home Renovation,2024-03-20,2024-03-21,Approved,,Mobile App,3937.5,14376.69,2024-03-24
APP10894,CUST10207,LEN1016,465000.0,,,24,Medical Emergency,2025-10-02,,Pending,,DSA / Partner,,,
APP10895,CUST10157,LEN1007,200000.0,,,24,Business Expansion,2025-04-06,,Pending,,Direct Telecall,,,
APP10896,CUST10330,LEN1006,290000.0,290000.0,23.47,12,Personal Expenses,2024-12-17,2024-12-21,Approved,,Mobile App,8700.0,27347.96,2024-12-21
APP10897,CUST10325,LEN1017,1000000.0,905000.0,15.1,6,Education,2024-01-31,2024-02-01,Approved,,Branch,19005.0,157545.5,2024-02-02
APP10898,CUST10748,LEN1004,850000.0,,,6,Business Expansion,2024-08-13,,Pending,,Mobile App,,,
APP10899,CUST10171,LEN1005,195000.0,185000.0,24.29,24,Education,2024-12-22,2024-12-25,Approved,,Mobile App,4162.5,9807.95,2024-12-28
APP10900,CUST10894,LEN1017,410000.0,385000.0,16.17,12,Debt Consolidation,2024-07-21,2024-07-23,Approved,,Mobile App,8085.0,34962.36,2024-07-26
APP10901,CUST10211,LEN1019,500000.0,,,36,Debt Consolidation,2024-07-29,,Rejected,Incomplete Documentation,Mobile App,,,
APP10902,CUST11000,LEN1014,510000.0,420000.0,18.29,24,Debt Consolidation,2025-09-29,2025-09-30,Approved,,Website,7980.0,21027.02,2025-10-02
APP10903,CUST10766,LEN1003,120000.0,,,6,Debt Consolidation,2025-02-23,,Pending,,Branch,,,
APP10904,CUST10602,LEN1020,275000.0,225000.0,12.93,48,Business Expansion,2024-01-31,2024-02-03,Approved,,DSA / Partner,7875.0,6028.37,2024-02-04
APP10905,CUST10733,LEN1008,155000.0,,,48,Business Expansion,2024-05-28,,Rejected,KYC Verification Failed,Website,,,
APP10906,CUST10251,LEN1001,245000.0,225000.0,14.53,6,Business Expansion,2025-04-21,2025-04-22,Approved,,Mobile App,5625.0,39105.16,2025-04-22
APP10907,CUST10790,LEN1010,900000.0,770000.0,15.36,36,Education,2025-07-28,2025-08-02,Approved,,Mobile App,19250.0,26828.25,2025-08-02
APP10908,CUST11176,LEN1014,480000.0,405000.0,25.03,24,Business Expansion,2024-07-21,2024-07-24,Approved,,Website,7695.0,21621.56,2024-07-24
APP10909,CUST10563,LEN1014,180000.0,165000.0,14.29,24,Home Renovation,2024-11-30,2024-11-30,Approved,,Branch,3135.0,7944.75,2024-12-02
APP10910,CUST10037,LEN1019,500000.0,,,24,Debt Consolidation,2025-02-16,,Pending,,Mobile App,,,
APP10911,CUST10076,LEN1018,335000.0,,,6,Business Expansion,2024-01-17,,Rejected,Low Credit Score,Direct Telecall,,,
APP10912,CUST10963,LEN1004,620000.0,590000.0,23.06,24,Debt Consolidation,2024-11-20,2024-11-24,Approved,,Website,10325.0,30917.83,2024-11-26
APP10913,CUST11012,LEN1020,175000.0,175000.0,13.95,18,Wedding,2025-10-18,2025-10-20,Approved,,DSA / Partner,6125.0,10831.06,2025-10-20
APP10914,CUST10060,LEN1008,65000.0,65000.0,19.79,6,Home Renovation,2024-11-26,2024-11-27,Approved,,Mobile App,1300.0,11467.16,2024-11-28
APP10915,CUST10181,LEN1007,800000.0,,,60,Business Expansion,2024-01-06,,Pending,,Branch,,,
APP10916,CUST11410,LEN1002,270000.0,265000.0,16.93,60,Personal Expenses,2024-02-19,2024-02-21,Approved,,Mobile App,5300.0,6575.96,2024-02-24
APP10917,CUST10553,LEN1006,500000.0,430000.0,10.94,36,Wedding,2024-05-09,2024-05-13,Approved,,Mobile App,12900.0,14065.43,2024-05-16
APP10918,CUST11305,LEN1015,400000.0,375000.0,13.43,36,Education,2025-05-04,2025-05-06,Approved,,Branch,12187.5,12713.04,2025-05-09
APP10919,CUST10463,LEN1003,330000.0,320000.0,22.29,18,Medical Emergency,2025-07-25,2025-07-30,Approved,,Website,4800.0,21078.18,2025-07-31
APP10920,CUST11424,LEN1003,100000.0,95000.0,14.96,24,Personal Expenses,2024-01-14,2024-01-17,Approved,,Mobile App,1425.0,4604.43,2024-01-18
APP10921,CUST10999,LEN1004,415000.0,,,60,Business Expansion,2025-04-09,,Rejected,Incomplete Documentation,Website,,,
APP10922,CUST10316,LEN1017,150000.0,150000.0,16.12,12,Education,2025-01-29,2025-02-02,Approved,,Website,3150.0,13618.15,2025-02-03
APP10923,CUST10820,LEN1007,105000.0,105000.0,19.14,24,Home Renovation,2024-11-10,2024-11-10,Approved,,Direct Telecall,2887.5,5300.05,2024-11-11
APP10924,CUST10945,LEN1004,475000.0,405000.0,14.98,12,Personal Expenses,2024-07-10,2024-07-14,Approved,,DSA / Partner,7087.5,36550.79,2024-07-17
APP10925,CUST10721,LEN1009,285000.0,240000.0,11.69,36,Medical Emergency,2025-03-17,2025-03-20,Approved,,Website,4320.0,7935.95,2025-03-22
APP10926,CUST10109,LEN1015,165000.0,,,6,Personal Expenses,2025-01-26,,Pending,,Direct Telecall,,,
APP10927,CUST11500,LEN1014,110000.0,,,12,Vehicle Purchase,2025-08-31,,Rejected,KYC Verification Failed,Mobile App,,,
APP10928,CUST11085,LEN1020,205000.0,190000.0,31.76,24,Medical Emergency,2024-02-21,2024-02-22,Approved,,Direct Telecall,6650.0,10796.33,2024-02-22
APP10929,CUST10109,LEN1002,280000.0,240000.0,16.16,12,Medical Emergency,2024-04-13,2024-04-18,Approved,,Branch,4800.0,21793.58,2024-04-21
APP10930,CUST10803,LEN1013,235000.0,195000.0,17.5,48,Debt Consolidation,2024-07-29,2024-08-03,Approved,,DSA / Partner,4680.0,5677.3,2024-08-05
APP10931,CUST11446,LEN1020,120000.0,120000.0,29.77,6,Medical Emergency,2025-05-30,2025-06-04,Approved,,Mobile App,4200.0,21772.03,2025-06-06
APP10932,CUST11409,LEN1008,120000.0,105000.0,11.87,48,Medical Emergency,2024-07-10,2024-07-10,Approved,,Mobile App,2100.0,2758.36,2024-07-13
APP10933,CUST10877,LEN1011,80000.0,75000.0,26.16,18,Medical Emergency,2025-11-26,2025-11-28,Approved,,Mobile App,1650.0,5082.18,2025-12-01
APP10934,CUST11195,LEN1001,840000.0,,,12,Wedding,2024-02-16,,Rejected,Low Credit Score,Mobile App,,,
APP10935,CUST11162,LEN1010,340000.0,,,36,Home Renovation,2024-04-06,,Rejected,Low Credit Score,Mobile App,,,
APP10936,CUST10624,LEN1011,405000.0,,,48,Business Expansion,2024-09-20,,Rejected,Incomplete Documentation,Branch,,,
APP10937,CUST10997,LEN1009,255000.0,,,6,Business Expansion,2024-12-07,,Rejected,Past Loan Default,Website,,,
APP10938,CUST11360,LEN1020,300000.0,290000.0,12.48,18,Personal Expenses,2025-02-24,2025-02-25,Approved,,Mobile App,10150.0,17749.52,2025-02-27
APP10939,CUST11020,LEN1001,200000.0,190000.0,22.05,48,Vehicle Purchase,2024-07-30,2024-08-02,Approved,,Website,4750.0,5991.31,2024-08-02
APP10940,CUST10561,LEN1018,1000000.0,,,24,Home Renovation,2025-11-26,,Rejected,KYC Verification Failed,Website,,,
APP10941,CUST10679,LEN1013,355000.0,,,18,Debt Consolidation,2024-02-12,,Rejected,Past Loan Default,Mobile App,,,
APP10942,CUST11066,LEN1011,195000.0,195000.0,20.09,6,Vehicle Purchase,2025-08-03,2025-08-05,Approved,,DSA / Partner,4290.0,34430.71,2025-08-05
APP10943,CUST10018,LEN1016,470000.0,425000.0,11.37,12,Wedding,2024-06-02,2024-06-06,Approved,,Direct Telecall,11900.0,37635.59,2024-06-07
APP10944,CUST10622,LEN1016,130000.0,,,60,Debt Consolidation,2025-04-09,,Rejected,Low Credit Score,Mobile App,,,
APP10945,CUST10446,LEN1010,365000.0,,,6,Personal Expenses,2024-11-09,,Pending,,DSA / Partner,,,
APP10946,CUST10011,LEN1014,285000.0,235000.0,20.47,60,Personal Expenses,2024-09-14,2024-09-18,Approved,,Mobile App,4465.0,6287.68,2024-09-19
APP10947,CUST10177,LEN1009,225000.0,,,48,Education,2025-08-22,,Pending,,DSA / Partner,,,
APP10948,CUST10166,LEN1010,260000.0,240000.0,23.17,24,Business Expansion,2025-11-25,2025-11-25,Approved,,Mobile App,6000.0,12589.86,2025-11-27
APP10949,CUST10619,LEN1020,270000.0,260000.0,17.21,36,Vehicle Purchase,2024-11-26,2024-11-27,Approved,,Direct Telecall,9100.0,9296.91,2024-11-29
APP10950,CUST10278,LEN1014,150000.0,,,18,Debt Consolidation,2024-10-31,,Pending,,Mobile App,,,
APP10951,CUST11161,LEN1015,135000.0,120000.0,15.61,24,Vehicle Purchase,2024-05-21,2024-05-25,Approved,,Mobile App,3900.0,5853.24,2024-05-27
APP10952,CUST10960,LEN1012,145000.0,140000.0,16.72,24,Vehicle Purchase,2024-01-29,2024-02-01,Approved,,DSA / Partner,3500.0,6903.1,2024-02-01
APP10953,CUST10288,LEN1020,300000.0,260000.0,12.36,60,Education,2025-06-08,2025-06-12,Approved,,Branch,9100.0,5830.97,2025-06-14
APP10954,CUST10110,LEN1013,200000.0,180000.0,10.66,48,Personal Expenses,2025-06-14,2025-06-14,Approved,,DSA / Partner,4320.0,4622.53,2025-06-16
APP10955,CUST11331,LEN1004,245000.0,230000.0,31.2,6,Debt Consolidation,2025-05-08,2025-05-08,Approved,,Branch,4025.0,41896.25,2025-05-08
APP10956,CUST11437,LEN1007,395000.0,385000.0,15.46,36,Wedding,2024-08-16,2024-08-17,Approved,,Mobile App,10587.5,13433.04,2024-08-19
APP10957,CUST11287,LEN1010,330000.0,275000.0,10.7,6,Wedding,2025-12-05,2025-12-06,Approved,,Branch,6875.0,47274.3,2025-12-06
APP10958,CUST11065,LEN1004,115000.0,100000.0,13.76,6,Wedding,2025-06-01,2025-06-01,Approved,,Mobile App,1750.0,17341.91,2025-06-03
APP10959,CUST10829,LEN1016,495000.0,,,60,Education,2024-09-23,,Pending,,Branch,,,
APP10960,CUST11255,LEN1015,400000.0,,,36,Medical Emergency,2024-05-29,,Rejected,Incomplete Documentation,DSA / Partner,,,
APP10961,CUST10045,LEN1006,255000.0,,,48,Education,2025-06-07,,Rejected,Incomplete Documentation,Mobile App,,,
APP10962,CUST11433,LEN1018,110000.0,90000.0,15.31,24,Debt Consolidation,2025-11-14,2025-11-16,Approved,,Website,1800.0,4377.07,2025-11-18
APP10963,CUST10802,LEN1013,500000.0,,,6,Wedding,2025-03-11,,Rejected,High Debt-to-Income Ratio,DSA / Partner,,,
APP10964,CUST10058,LEN1010,505000.0,435000.0,12.44,36,Vehicle Purchase,2025-08-17,2025-08-22,Approved,,Mobile App,10875.0,14539.81,2025-08-25
APP10965,CUST10088,LEN1012,480000.0,,,24,Wedding,2024-01-10,,Pending,,Website,,,
APP10966,CUST10325,LEN1012,600000.0,525000.0,13.78,60,Education,2025-06-21,2025-06-26,Approved,,Website,13125.0,12156.03,2025-06-27
APP10967,CUST10721,LEN1019,500000.0,,,48,Home Renovation,2025-11-05,,Pending,,Website,,,
APP10968,CUST10621,LEN1013,75000.0,70000.0,17.39,60,Wedding,2025-04-28,2025-05-03,Approved,,DSA / Partner,1680.0,1754.39,2025-05-05
APP10969,CUST10266,LEN1011,220000.0,215000.0,10.7,36,Business Expansion,2025-09-24,2025-09-24,Approved,,Branch,4730.0,7008.32,2025-09-25
APP10970,CUST10475,LEN1004,1000000.0,995000.0,20.16,24,Wedding,2024-08-25,2024-08-30,Approved,,Website,17412.5,50719.13,2024-08-31
APP10971,CUST10216,LEN1006,320000.0,,,24,Vehicle Purchase,2024-03-04,,Rejected,Past Loan Default,Mobile App,,,
APP10972,CUST10513,LEN1004,60000.0,55000.0,20.3,48,Medical Emergency,2025-01-18,2025-01-19,Approved,,DSA / Partner,962.5,1682.47,2025-01-21
APP10973,CUST10221,LEN1015,305000.0,,,48,Education,2024-09-15,,Rejected,Insufficient Monthly Income,Mobile App,,,
APP10974,CUST10897,LEN1010,340000.0,325000.0,27.23,48,Home Renovation,2025-06-25,2025-06-29,Approved,,DSA / Partner,8125.0,11184.21,2025-06-29
APP10975,CUST11289,LEN1004,165000.0,160000.0,23.88,60,Home Renovation,2025-01-03,2025-01-03,Approved,,Mobile App,2800.0,4591.74,2025-01-05
APP10976,CUST10380,LEN1017,710000.0,640000.0,14.63,60,Education,2025-04-30,2025-05-04,Approved,,Branch,13440.0,15101.54,2025-05-05
APP10977,CUST10138,LEN1015,255000.0,,,24,Medical Emergency,2024-03-21,,Pending,,Branch,,,
APP10978,CUST10261,LEN1017,375000.0,,,6,Wedding,2024-02-22,,Rejected,Past Loan Default,Mobile App,,,
APP10979,CUST11108,LEN1011,75000.0,70000.0,21.43,60,Debt Consolidation,2025-02-03,2025-02-04,Approved,,Website,1540.0,1910.71,2025-02-06
APP10980,CUST10154,LEN1018,675000.0,550000.0,19.67,60,Debt Consolidation,2025-09-25,2025-09-25,Approved,,DSA / Partner,11000.0,14470.83,2025-09-28
APP10981,CUST10539,LEN1001,155000.0,150000.0,16.86,24,Debt Consolidation,2024-12-08,2024-12-09,Approved,,Mobile App,3750.0,7406.25,2024-12-11
APP10982,CUST11359,LEN1002,325000.0,320000.0,24.03,6,Personal Expenses,2024-03-13,2024-03-17,Approved,,Website,6400.0,57133.08,2024-03-17
APP10983,CUST11130,LEN1016,470000.0,425000.0,14.25,18,Personal Expenses,2024-02-06,2024-02-08,Approved,,Mobile App,11900.0,26363.76,2024-02-11
APP10984,CUST10979,LEN1010,595000.0,570000.0,25.08,12,Personal Expenses,2024-01-27,2024-01-31,Approved,,Mobile App,14250.0,54197.33,2024-02-03
APP10985,CUST11397,LEN1001,185000.0,155000.0,24.54,6,Vehicle Purchase,2025-12-13,2025-12-17,Approved,,DSA / Partner,3875.0,27713.54,2025-12-18
APP10986,CUST10237,LEN1015,95000.0,85000.0,16.26,36,Business Expansion,2024-07-17,2024-07-18,Approved,,Website,2762.5,2999.27,2024-07-19
APP10987,CUST10189,LEN1019,110000.0,105000.0,10.73,24,Personal Expenses,2024-09-12,2024-09-13,Approved,,Mobile App,3150.0,4880.67,2024-09-16
APP10988,CUST10370,LEN1010,130000.0,,,18,Education,2024-05-12,,Rejected,Past Loan Default,Website,,,
APP10989,CUST10815,LEN1016,1000000.0,,,48,Medical Emergency,2024-09-13,,Rejected,Past Loan Default,Mobile App,,,
APP10990,CUST10422,LEN1016,170000.0,160000.0,16.33,60,Business Expansion,2025-03-30,2025-04-03,Approved,,Mobile App,4480.0,3919.0,2025-04-05
APP10991,CUST11339,LEN1008,665000.0,600000.0,21.36,18,Business Expansion,2025-07-08,2025-07-11,Approved,,Direct Telecall,12000.0,39251.3,2025-07-14
APP10992,CUST10573,LEN1003,130000.0,,,12,Education,2025-07-20,,Rejected,High Debt-to-Income Ratio,Website,,,
APP10993,CUST10252,LEN1012,600000.0,,,60,Home Renovation,2024-08-28,,Pending,,Mobile App,,,
APP10994,CUST11431,LEN1015,300000.0,,,24,Medical Emergency,2025-05-25,,Pending,,Mobile App,,,
APP10995,CUST10070,LEN1009,345000.0,295000.0,24.09,24,Debt Consolidation,2024-03-02,2024-03-05,Approved,,Mobile App,5310.0,15610.23,2024-03-05
APP10996,CUST10784,LEN1013,175000.0,165000.0,23.71,12,Education,2024-07-07,2024-07-12,Approved,,DSA / Partner,3960.0,15579.19,2024-07-14
APP10997,CUST10065,LEN1018,1000000.0,,,6,Business Expansion,2025-08-28,,Rejected,High Debt-to-Income Ratio,Website,,,
APP10998,CUST10057,LEN1011,665000.0,640000.0,29.36,36,Vehicle Purchase,2024-02-28,2024-03-04,Approved,,DSA / Partner,14080.0,26945.15,2024-03-06
